In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL15;SrcArticle.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['+b.id+'] Article ' + b.title + ' ' + b.authors->iterate(e; str : String = '' | str + e.author + ' ') + b.year + ' ' + b.journal) and TrgPara.allInstances()->exists(p | p.content = b.title and p.section.title = 'Titles List') and TrgPara.allInstances()->exists(p | p.content = b.journal and p.section.title = 'Journals List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_NoTitle_NoJournal;0.0;0.0;0.14;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07526881720430108;0.0;0.0
UntitledEntry;-0.17148554336989033;0.0;0.06;0.0;0.0;-0.709278350515464;0.0;0.0;0.0;-0.7308635239791557;-0.5333333333333333;0.0;0.0;0.6370370370370371;0.0;0.030927835051546393;0.0;0.0
Main;0.0;0.86;0.86;0.9299999999999999;0.86;0.0;0.14285714285714285;0.86;0.9273618495495703;0.0;85.06666666666666;0.86;0.86;0.0;0.0;0.7543859649122807;528.2857142857143;0.5
TitledEntry_NoTitle_NoArticle;-0.2182741116751269;0.0;0.04;0.0;0.0;-0.8174904942965779;0.0;0.0;0.0;-0.8261595987094035;-0.6666666666666666;0.0;0.0;1.1813186813186813;0.0;0.02040816326530612;0.0;0.0
EXAM-BC;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222
EXAM-WC;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;1.0;1.0;0.2222222222222222;0.1111111111111111;0.2222222222222222
EXAM-AVG;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.3888888888888889;0.2222222222222222;0.16666666666666666;0.2222222222222222;0.7777777777777778;0.6111111111111112;0.2222222222222222;0.1111111111111111;0.2222222222222222


Summary of the quality of the different techniques according to the EXAM metric

BEST CASE;Cohen-BC;Braun-Banquet-BC;Simple Matching-BC;Kulcynski2-BC;Barinel-BC;Arithmetic Mean-BC;Mountford-BC;Zoltar-BC;Ochiai-BC;Phi-BC;Op2-BC;Russel Rao-BC;Baroni-Urbani & Buser-BC;Pierce-BC;Ochiai2-BC;Rogers & Tanimoto-BC;DStar-BC;Tarantula-BC
OCL15;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222
OCL17;0.2222222222222222;0.2222222222222222;1.0;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.2222222222222222;1.0;0.2222222222222222;0.2222222222222222
OCL18;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222
OCL26;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.2222222222222222

WORST CASE;Cohen-WC;Braun-Banquet-WC;Simple Matching-WC;Kulcynski2-WC;Barinel-WC;Arithmetic Mean-WC;Mountford-WC;Zoltar-WC;Ochiai-WC;Phi-WC;Op2-WC;Russel Rao-WC;Baroni-Urbani & Buser-WC;Pierce-WC;Ochiai2-WC;Rogers & Tanimoto-WC;DStar-WC;Tarantula-WC
OCL15;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;1.0;1.0;0.2222222222222222;0.1111111111111111;0.2222222222222222
OCL17;0.5555555555555556;0.2222222222222222;1.0;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;1.0;1.0;1.0;0.2222222222222222;0.2222222222222222
OCL18;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;1.0;1.0;0.2222222222222222;0.1111111111111111;0.2222222222222222
OCL26;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;1.0;1.0;0.2222222222222222;0.1111111111111111;0.2222222222222222

AVG CASE;Cohen-AVG;Braun-Banquet-AVG;Simple Matching-AVG;Kulcynski2-AVG;Barinel-AVG;Arithmetic Mean-AVG;Mountford-AVG;Zoltar-AVG;Ochiai-AVG;Phi-AVG;Op2-AVG;Russel Rao-AVG;Baroni-Urbani & Buser-AVG;Pierce-AVG;Ochiai2-AVG;Rogers & Tanimoto-AVG;DStar-AVG;Tarantula-AVG
OCL15;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.3888888888888889;0.2222222222222222;0.16666666666666666;0.2222222222222222;0.7777777777777778;0.6111111111111112;0.2222222222222222;0.1111111111111111;0.2222222222222222
OCL17;0.3888888888888889;0.2222222222222222;1.0;0.2222222222222222;0.5555555555555556;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.3888888888888889;0.2222222222222222;0.16666666666666666;0.2222222222222222;0.7777777777777778;0.6111111111111112;1.0;0.2222222222222222;0.2222222222222222
OCL18;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.3888888888888889;0.2222222222222222;0.16666666666666666;0.2222222222222222;0.7777777777777778;0.6111111111111112;0.2222222222222222;0.1111111111111111;0.2222222222222222
OCL26;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.3888888888888889;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.3888888888888889;0.2222222222222222;0.16666666666666666;0.2222222222222222;0.7777777777777778;0.6111111111111112;0.2222222222222222;0.1111111111111111;0.2222222222222222
