In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL2;SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name))))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375

OCL3;SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name and class.ownedProperty->forAll(prop | entity.features->exists(f | f.name = prop.name))))))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
References;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
Attributes;0.11353711790393013;0.48148148148148145;0.5172413793103449;0.7407407407407407;1.0;0.1984732824427481;0.07142857142857142;0.48148148148148145;0.693888666488711;0.2453266907313291;26.0;0.4482758620689655;0.5638496062450911;0.7647058823529411;0.24526883400884164;0.3488372093023256;24.142857142857142;1.0
Class;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;54.0;0.9310344827586207;1.0;0.0;0.999537251272559;1.0;1.0;1.0
Package;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
NamedElement;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
Property;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
StrongReferences;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
EXAM-BC;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
EXAM-WC;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375

OCL8;SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name and class.ownedProperty->forAll(prop | (prop.complexType.oclIsUndefined()) implies entity.features-> select(f|f.oclIsTypeOf(TrgAttribute)) -> exists(f | f.name = prop.name))))))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
References;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
Attributes;0.11353711790393013;0.48148148148148145;0.5172413793103449;0.7407407407407407;1.0;0.1984732824427481;0.07142857142857142;0.48148148148148145;0.693888666488711;0.2453266907313291;26.0;0.4482758620689655;0.5638496062450911;0.7647058823529411;0.24526883400884164;0.3488372093023256;24.142857142857142;1.0
Class;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;54.0;0.9310344827586207;1.0;0.0;0.999537251272559;1.0;1.0;1.0
Package;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
NamedElement;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
Property;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
StrongReferences;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
EXAM-BC;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
EXAM-WC;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375

OCL9;SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name and class.ownedProperty->forAll(prop | (not prop.complexType.oclIsUndefined() and not prop.isContainment) implies entity.features-> select(f|f.oclIsTypeOf(TrgWeakReference)) -> exists(f | f.name = prop.name))))))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
References;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
Attributes;0.11353711790393013;0.48148148148148145;0.5172413793103449;0.7407407407407407;1.0;0.1984732824427481;0.07142857142857142;0.48148148148148145;0.693888666488711;0.2453266907313291;26.0;0.4482758620689655;0.5638496062450911;0.7647058823529411;0.24526883400884164;0.3488372093023256;24.142857142857142;1.0
Class;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;54.0;0.9310344827586207;1.0;0.0;0.999537251272559;1.0;1.0;1.0
Package;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
NamedElement;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
Property;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
StrongReferences;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
EXAM-BC;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
EXAM-WC;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375

OCL10;SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name and class.ownedProperty->forAll(prop | (not prop.complexType.oclIsUndefined() and prop.isContainment) implies entity.features-> select(f|f.oclIsTypeOf(TrgStrongReference)) -> exists(f | f.name = prop.name))))))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
References;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
Attributes;0.11353711790393013;0.48148148148148145;0.5172413793103449;0.7407407407407407;1.0;0.1984732824427481;0.07142857142857142;0.48148148148148145;0.693888666488711;0.2453266907313291;26.0;0.4482758620689655;0.5638496062450911;0.7647058823529411;0.24526883400884164;0.3488372093023256;24.142857142857142;1.0
Class;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;54.0;0.9310344827586207;1.0;0.0;0.999537251272559;1.0;1.0;1.0
Package;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
NamedElement;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
Property;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
StrongReferences;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
EXAM-BC;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
EXAM-WC;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375

OCL11;SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name and class.ownedProperty->forAll(prop | prop.complexType.oclIsUndefined() implies entity.features-> select(f|f.oclIsTypeOf(TrgAttribute)) -> exists(f | f.name = prop.name))))))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
References;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
Attributes;0.11353711790393013;0.48148148148148145;0.5172413793103449;0.7407407407407407;1.0;0.1984732824427481;0.07142857142857142;0.48148148148148145;0.693888666488711;0.2453266907313291;26.0;0.4482758620689655;0.5638496062450911;0.7647058823529411;0.24526883400884164;0.3488372093023256;24.142857142857142;1.0
Class;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;54.0;0.9310344827586207;1.0;0.0;0.999537251272559;1.0;1.0;1.0
Package;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
NamedElement;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
Property;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
StrongReferences;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
EXAM-BC;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
EXAM-WC;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375

OCL12;SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name and class.ownedProperty->forAll(prop | prop.complexType.oclIsUndefined() implies entity.features-> exists(f | TrgAttribute.allInstances()-> exists(a | a=f and a.type = if prop.primitiveType.oclIsUndefined() then 'NoType' else prop.primitiveType endif)))))))        
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;0.0;0.0;0.06896551724137931;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03571428571428571;0.0;0.0
References;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
Attributes;0.11353711790393013;0.48148148148148145;0.5172413793103449;0.7407407407407407;1.0;0.1984732824427481;0.07142857142857142;0.48148148148148145;0.693888666488711;0.2453266907313291;26.0;0.4482758620689655;0.5638496062450911;0.7647058823529411;0.24526883400884164;0.3488372093023256;24.142857142857142;1.0
Class;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;54.0;0.9310344827586207;1.0;0.0;0.999537251272559;1.0;1.0;1.0
Package;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
NamedElement;0.0;0.9310344827586207;0.9310344827586207;0.9655172413793103;0.9310344827586207;0.0;0.5;0.9310344827586207;0.9649012813540154;0.0;53.2;0.9310344827586207;0.9310344827586207;0.0;0.0;0.8709677419354839;729.0;0.5
Property;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
StrongReferences;0.2639593908629442;0.7222222222222222;0.7413793103448276;0.8611111111111112;1.0;0.32601880877742945;0.13333333333333333;0.7222222222222222;0.8498365855987975;0.38993176791040124;39.0;0.6724137931034483;0.7744021521565043;0.8297872340425532;0.3898343263795824;0.589041095890411;101.4;1.0
EXAM-BC;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
EXAM-WC;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
EXAM-AVG;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375


Summary of the quality of the different techniques according to the EXAM metric

BEST CASE;Cohen-BC;Braun-Banquet-BC;Simple Matching-BC;Kulcynski2-BC;Barinel-BC;Arithmetic Mean-BC;Mountford-BC;Zoltar-BC;Ochiai-BC;Phi-BC;Op2-BC;Russel Rao-BC;Baroni-Urbani & Buser-BC;Pierce-BC;Ochiai2-BC;Rogers & Tanimoto-BC;DStar-BC;Tarantula-BC
OCL2;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
OCL3;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
OCL8;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
OCL9;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
OCL10;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
OCL11;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125
OCL12;0.125;0.125;0.125;0.125;0.25;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.625;0.125;0.125;0.125;0.125

WORST CASE;Cohen-WC;Braun-Banquet-WC;Simple Matching-WC;Kulcynski2-WC;Barinel-WC;Arithmetic Mean-WC;Mountford-WC;Zoltar-WC;Ochiai-WC;Phi-WC;Op2-WC;Russel Rao-WC;Baroni-Urbani & Buser-WC;Pierce-WC;Ochiai2-WC;Rogers & Tanimoto-WC;DStar-WC;Tarantula-WC
OCL2;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
OCL3;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
OCL8;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
OCL9;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
OCL10;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
OCL11;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625
OCL12;0.125;0.125;0.125;0.125;0.75;0.125;0.125;0.125;0.125;0.125;0.125;0.375;0.125;1.0;0.125;0.125;0.25;0.625

AVG CASE;Cohen-AVG;Braun-Banquet-AVG;Simple Matching-AVG;Kulcynski2-AVG;Barinel-AVG;Arithmetic Mean-AVG;Mountford-AVG;Zoltar-AVG;Ochiai-AVG;Phi-AVG;Op2-AVG;Russel Rao-AVG;Baroni-Urbani & Buser-AVG;Pierce-AVG;Ochiai2-AVG;Rogers & Tanimoto-AVG;DStar-AVG;Tarantula-AVG
OCL2;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375
OCL3;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375
OCL8;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375
OCL9;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375
OCL10;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375
OCL11;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375
OCL12;0.125;0.125;0.125;0.125;0.5;0.125;0.125;0.125;0.125;0.125;0.125;0.25;0.125;0.8125;0.125;0.125;0.1875;0.375
